Course_Link,Image-wrapper_hti-1,image-module_image__1vzg2 src,Provider,Title,ReviewStars,Number_of_review,Duration_Week,Duration_per_week,Cost,Ribbon-module_wrapper__312EV
https://www.futurelearn.com/courses/introduction-to-cyber-security,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/36/d6/thumbnail_36d68953-a00a-4f96-8016-7dc8607c7771.jpg"" alt=""A cyber security threat – a man looks at his laptop, while people snoop over his shoulder.""/>",https://ugc.futurelearn.com/uploads/images/36/d6/thumbnail_36d68953-a00a-4f96-8016-7dc8607c7771.jpg,The Open University,Introduction to Cyber Security,4.7,(473 reviews),8 weeks,3 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/programming-101,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/8d/13/thumbnail_8d1353eb-10b3-4e9b-b0a3-1ef9e1045572.jpg"" alt=""""/>",https://ugc.futurelearn.com/uploads/images/8d/13/thumbnail_8d1353eb-10b3-4e9b-b0a3-1ef9e1045572.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Programming 101: An Introduction to Python for Educators,4.8,(341 reviews),4 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/artificial-intelligence-technology-application,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/22/a7/thumbnail_22a71e09-ae34-4926-a743-9436fa58cefb.jpg"" alt=""Manager industrial Engineer using tablet check and control automation robot arms machine in intelligent factory industrial over system on virtual interface screen, Industry 4.0 concept""/>",https://ugc.futurelearn.com/uploads/images/22/a7/thumbnail_22a71e09-ae34-4926-a743-9436fa58cefb.jpg,Taipei Medical University,Applications of AI Technology,4.5,(20 reviews),4 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/artificial-intelligence-in-bioinformatics,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/77/27/thumbnail_7727234d-9f0c-4eb9-a02f-b10ddfdfc69d.jpg"" alt=""Women in lab attire looking at notes. On the background you can see a screen with DNA samples and a microscope""/>",https://ugc.futurelearn.com/uploads/images/77/27/thumbnail_7727234d-9f0c-4eb9-a02f-b10ddfdfc69d.jpg,Taipei Medical University,Artificial Intelligence in Bioinformatics,4.4,(13 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/industrial-application-in-precision-medicine-and-smart-healthcare,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/df/c4/thumbnail_dfc4c7e7-1a6b-42e0-8ce3-2f377caad5e0.jpg"" alt=""Medicine doctor and stethoscope in hand touching icon medical network connection with modern virtual screen interface, medical technology network concept""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Taipei Medical University,Precision Medicine and Smart Healthcare: The Industrial Applications,,,5 weeks,2 hrs per week,Included in Unlimited,New
https://www.futurelearn.com/courses/start-teaching-computing-in-primary-schools,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ea/13/thumbnail_ea131bba-b9ea-4cd9-8734-aed934217acd.jpg"" alt=""Images and symbols representing the course, including representations of Scratch Jr and Scratch, a Bee-bot robot and diagrams representing algorithms ""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Get Started Teaching Computing in Primary Schools: Preparing to teach 5 - 11 year olds,4.6,(31 reviews),4 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/encryption-and-cryptography,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/1c/98/thumbnail_1c988cc2-4ac0-4bd9-a0b0-d813aae407d3.jpg"" alt=""A collage of key illustrations that appear throughout the course representing the topic of Encryption - keys, boxes, envelopes, laptops""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Encryption and Cryptography,4.7,(75 reviews),2 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/networking-with-python-socket-programming-for-communication,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/08/60/thumbnail_08606a48-990e-4792-b0d6-873e2c3b124b.jpg"" alt=""A PC character and a server character connected by a cable. They both are giving a &quot;thumbs up&quot;. They are surrounded by items representing the course, including sockets, devices, messages and a pixellated cartoon of the Mona Lisa.""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Networking with Python: Socket Programming for Communication,4.7,(28 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/programming-102-think-like-a-computer-scientist,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/47/c4/thumbnail_47c47eba-cf82-48d2-ac8b-d8f35e7537ca.jpg"" alt=""""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Programming 102: Think Like a Computer Scientist,4.7,(95 reviews),4 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/secondary-programming-pedagogy,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/9c/5c/thumbnail_9c5c347b-3bad-494f-b7e2-ccd5c6a2f600.jpg"" alt=""A collage of key illustrations that appear throughout the course representing the topic of Pedagogy - a student thinking, circuitry, robotics""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Programming Pedagogy in Secondary Schools: Inspiring Computing Teaching,4.8,(32 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/block-to-text-based-programming,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/da/de/thumbnail_dade0a32-926a-4b48-91a3-ebcba5c348c4.jpg"" alt=""An illustrated collage of various images from throughout the course - including teachers, students, and code.""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Scratch to Python: Moving from Block- to Text-based Programming,4.7,(24 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/teach-computing-in-schools-creating-a-curriculum-for-ages-11-to-16,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/97/13/thumbnail_97136d21-bd54-4967-afa0-63b80ba24e3d.jpg"" alt=""A image representing aspects of the course, including a teacher, grahs, childen working on code, a film clapperboard, and a bug and a lock""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Teach Computing in Schools: Creating a Curriculum for Ages 11 to 16,4.8,(12 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/teaching-physical-computing-to-5-to-11-year-olds,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/a4/87/thumbnail_a48747bd-bf47-4b8d-b187-db6c0355b3f5.jpg"" alt=""Images reflecting the course content, including a Crumble microcontroller attached to a Sparkle light, a BBC micro:bit, some block-based code, and a child behind a table with batteries, wires and craft materials on the table.""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Teaching Physical Computing to 5- to 11-year-olds,4.8,(6 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/physical-computing-raspberry-pi-python,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/cf/85/thumbnail_cf85653d-5ea7-45ce-b8bb-ce1307cc9ad6.jpg"" alt=""A Raspberry Pi connected to other components, which are labelled as Input, Output and Storage""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Teaching Physical Computing with Raspberry Pi and Python,4.7,(37 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/computer-programming-for-everyone,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/02/3d/thumbnail_023dddeb-f981-45f1-90ae-ba0e6be97599.jpg"" alt=""""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Leeds & Institute of Coding,Computer Programming for Everyone,4.7,(891 reviews),2 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/getting-started-with-your-raspberry-pi,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/80/45/thumbnail_8045ebb5-8d28-4858-a7a0-c6ca1a6981ca.jpg"" alt=""A Raspberry Pi connected to a Raspberry Pi keyboard and mouse""/>","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation,Getting Started with Your Raspberry Pi,4.8,(125 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/understanding-the-internet,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/00/d9/thumbnail_00d953fc-4804-404c-862f-5187c7e40cfc.jpg"" alt=""The Internet is global""/>",https://ugc.futurelearn.com/uploads/images/00/d9/thumbnail_00d953fc-4804-404c-862f-5187c7e40cfc.jpg,Keio University & APIE (Asia Pacific Internet Engineering Program),Understanding the Internet,,,4 weeks,3 hrs per week,Included in Unlimited,New
https://www.futurelearn.com/courses/ai-for-legal-professionals-ii-,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/7b/3f/thumbnail_7b3f24c6-68ff-495d-a374-42f7b6b82354.jpg"" alt=""""/>",https://ugc.futurelearn.com/uploads/images/7b/3f/thumbnail_7b3f24c6-68ff-495d-a374-42f7b6b82354.jpg,National Yang Ming Chiao Tung University,AI for Legal Professionals (II): Tools for Lawyers,,,4 weeks,3 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/introduction-to-networking,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/dd/6a/thumbnail_dd6a246e-91e0-40b3-bad5-2884b808c5e2.jpg"" alt=""A male teacher leads a computer science lesson to a class of students. Three female students are looking at a screen displaying networking simulation software""/>",https://ugc.futurelearn.com/uploads/images/dd/6a/thumbnail_dd6a246e-91e0-40b3-bad5-2884b808c5e2.jpg,Raspberry Pi Foundation & National Centre for Computing Education,An Introduction to Computer Networking for Teachers,4.7,(113 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/improving-computing-classroom-practice-through-action-research,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/79/f4/thumbnail_79f40536-f05a-4e94-a34d-984d7b03c948.jpg"" alt=""Images reflecting the course content, including teachers with an action plan, some graphs, and key questions like &quot;Who&quot;, &quot;What&quot; and &quot;Where&quot;""/>",https://ugc.futurelearn.com/uploads/images/79/f4/thumbnail_79f40536-f05a-4e94-a34d-984d7b03c948.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Improving Computing Classroom Practice Through Action Research,4.9,(11 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/introduction-to-programming-with-scratch,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/10/e0/thumbnail_10e089b0-1bbd-4d79-8983-03c3d62649c3.jpg"" alt=""A illustrated collage showing various parts of the course, including: coding blocks and video game characters""/>",https://ugc.futurelearn.com/uploads/images/10/e0/thumbnail_10e089b0-1bbd-4d79-8983-03c3d62649c3.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Programming with Scratch,4.9,(41 reviews),4 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/programming-with-guis,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/cb/e6/thumbnail_cbe69d94-c23f-4b4d-8547-d546859854f1.jpg"" alt=""A set of GCSE students working at computers""/>",https://ugc.futurelearn.com/uploads/images/cb/e6/thumbnail_cbe69d94-c23f-4b4d-8547-d546859854f1.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Programming with GUIs,4.6,(54 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/teaching-data-information-to-5-to-11-year-olds,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/7c/48/thumbnail_7c489462-a2b7-4aea-8345-59a2267d12af.jpg"" alt=""A image representing aspects of the course, including a table of numbers, charts, runners wearing smartwatches, a representation of a branching database, and a robot pointing to a cat which is labelled &quot;Cat&quot;""/>",https://ugc.futurelearn.com/uploads/images/7c/48/thumbnail_7c489462-a2b7-4aea-8345-59a2267d12af.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Teaching Data and Information to 5- to 11-year-olds,,,3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/computer-systems,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/d8/90/thumbnail_d890c07a-54d8-482b-bc9a-74e35af53ad1.jpg"" alt=""A girl plugging a HDMI cable into a Raspberry Pi""/>",https://ugc.futurelearn.com/uploads/images/d8/90/thumbnail_d890c07a-54d8-482b-bc9a-74e35af53ad1.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Understanding Computer Systems,4.7,(70 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/plant-phenotyping-technologies,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/02/c0/thumbnail_02c09056-79b3-487e-8b7a-92cc46e3fff6.jpg"" alt=""An image of a plant""/>",https://ugc.futurelearn.com/uploads/images/02/c0/thumbnail_02c09056-79b3-487e-8b7a-92cc46e3fff6.jpg,The University of Nottingham & University of Lincoln,Introduction to Plant Phenotyping Technologies,,,4 weeks,1 hr per week,Included in Unlimited,New
https://www.futurelearn.com/courses/artificial-intelligence-fact-fiction,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/5c/07/thumbnail_5c07c9d5-093d-4d22-8a84-5b4991324905.jpg"" alt=""""/>",https://ugc.futurelearn.com/uploads/images/5c/07/thumbnail_5c07c9d5-093d-4d22-8a84-5b4991324905.jpg,Coventry University & Institute of Coding,Artificial Intelligence: Distinguishing Between Fact and Fiction,4.3,(59 reviews),2 weeks,3 hrs per week,Included in Unlimited,Part of a degree
https://www.futurelearn.com/courses/begin-robotics,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/f9/51/thumbnail_f9519370-88c2-4a16-b31e-0f51967d41f7.jpg"" alt=""Scampi is a 28 gram walking robot created by Robotics student Rory Mangles and is mostly made of paperclips. ""/>",https://ugc.futurelearn.com/uploads/images/f9/51/thumbnail_f9519370-88c2-4a16-b31e-0f51967d41f7.jpg,University of Reading,Begin Robotics,4.6,(50 reviews),4 weeks,3 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/ethical-hacking-an-introduction,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/d1/49/thumbnail_d149bae6-59c8-4136-b4a4-093b71851e24.jpg"" alt=""""/>",https://ugc.futurelearn.com/uploads/images/d1/49/thumbnail_d149bae6-59c8-4136-b4a4-093b71851e24.jpg,Coventry University & Institute of Coding,Ethical Hacking: An Introduction,4.4,(50 reviews),2 weeks,3 hrs per week,Included in Unlimited,Part of a degree
https://www.futurelearn.com/courses/digital-transformation-e-commerce,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/f4/2a/thumbnail_f42a6df1-f09d-40b2-8bea-6a38cdce72de.jpg"" alt=""""/>",https://ugc.futurelearn.com/uploads/images/f4/2a/thumbnail_f42a6df1-f09d-40b2-8bea-6a38cdce72de.jpg,Coventry University,Introduction to Digital Transformation and E-Commerce,3.9,(14 reviews),2 weeks,3 hrs per week,Included in Unlimited,Part of a degree
https://www.futurelearn.com/courses/cyber-security-landscape,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ee/46/thumbnail_ee4678db-af9b-4198-af8e-0a2664c7dcc1.jpg"" alt=""""/>",https://ugc.futurelearn.com/uploads/images/ee/46/thumbnail_ee4678db-af9b-4198-af8e-0a2664c7dcc1.jpg,Coventry University,The Cyber Security Landscape,4.6,(70 reviews),2 weeks,3 hrs per week,Included in Unlimited,Part of a degree
https://www.futurelearn.com/courses/how-computers-work,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/e1/bc/thumbnail_e1bce260-bdf0-42d1-9cf0-c2fde4926b71.jpg"" alt=""""/>",https://ugc.futurelearn.com/uploads/images/e1/bc/thumbnail_e1bce260-bdf0-42d1-9cf0-c2fde4926b71.jpg,Raspberry Pi Foundation & National Centre for Computing Education,How Computers Work: Demystifying Computation,4.6,(89 reviews),4 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/teaching-cybersecurity,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/c9/8e/thumbnail_c98ec5e3-7d64-4e34-85c9-51c442a354d4.jpg"" alt=""""/>",https://ugc.futurelearn.com/uploads/images/c9/8e/thumbnail_c98ec5e3-7d64-4e34-85c9-51c442a354d4.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Cybersecurity for Teachers,4.8,(130 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/introduction-to-databases-and-sql,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/99/11/thumbnail_99112f60-2f01-4afe-bb35-6ab1ae323392.jpg"" alt=""An illustration representing elements of the course, including tables and SQL statements""/>",https://ugc.futurelearn.com/uploads/images/99/11/thumbnail_99112f60-2f01-4afe-bb35-6ab1ae323392.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Databases and SQL,4.8,(179 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/introduction-to-machine-learning,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/d4/d9/thumbnail_d4d9bb36-d134-4847-9f86-fc59e5f4d2b2.jpg"" alt=""An image representing elements of the course, including an email being labelled as SPAM due to highlighted words, representations of neural networks and clustering, and a robot attempting to classfiy an alien as a rock or not a rock""/>",https://ugc.futurelearn.com/uploads/images/d4/d9/thumbnail_d4d9bb36-d134-4847-9f86-fc59e5f4d2b2.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Machine Learning and AI,4.9,(31 reviews),4 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/introduction-to-web-development,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/00/a9/thumbnail_00a9559c-83c3-487d-bf96-c0732521ee2c.jpg"" alt=""A robot with a paintbrush looks questioningly at a web site. On the web site and surrounding the robot are images repsenting the course, including web servers, a pencil, and websites on various devices""/>",https://ugc.futurelearn.com/uploads/images/00/a9/thumbnail_00a9559c-83c3-487d-bf96-c0732521ee2c.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Introduction to Web Development,4.7,(164 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/object-oriented-principles,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/4c/b1/thumbnail_4cb1c93f-cf66-4158-bb2f-87aefdad8dea.jpg"" alt=""A illustration of various characters and programming concepts from the course""/>",https://ugc.futurelearn.com/uploads/images/4c/b1/thumbnail_4cb1c93f-cf66-4158-bb2f-87aefdad8dea.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Object-oriented Programming in Python: Create Your Own Adventure Game,4.8,(144 reviews),4 weeks,2 hrs per week,Included in Unlimited,
