Course_Link,image-module_image__1vzg2 src,Provider,Title,ReviewStars,Number_of_review,Duration_Week,Duration_per_week,Cost,Image-wrapper_hti-1
https://www.futurelearn.com/courses/renewable-energy-achieving-sustainability-through-bioenergy,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Leeds,Renewable Energy: Achieving Sustainability through Bioenergy,4.5,(17 reviews),2 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/32/06/thumbnail_3206d894-e958-4175-9a70-b91c368bbe21.jpg"" alt=""Visual representation of green energy. A plant growing inside a lightbulb, on a bed of soil. ""/>"
https://www.futurelearn.com/courses/preparing-for-further-study-in-mathematics,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Manchester Grammar School,Preparing for Further Study in Mathematics,,,6 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/69/9a/thumbnail_699ac5ec-031c-4da3-bcfd-d46bf6352cb7.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/introduction-to-human-cells-the-basis-of-life,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Whitireia New Zealand,The Basis of Life: Understanding Human Cells,,,2 weeks,2 hrs per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/e3/3d/thumbnail_e33db6f6-8712-4553-abbe-86742087dcd1.jpg"" alt=""Cell structure""/>"
https://www.futurelearn.com/courses/finding-the-body-s-balance-understanding-homeostasis,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Whitireia New Zealand,Finding the Body’s Balance: Understanding Homeostasis,,,4 weeks,3 hrs per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/0e/7c/thumbnail_0e7c24e7-7757-49f0-9ea7-f68f0b59b32b.jpg"" alt=""Man exercising drinking water""/>"
https://www.futurelearn.com/courses/designing-with-healthy-materials,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Parsons School of Design,Building Design: Material Selection for Healthier Communities,,,3 weeks,3 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/c1/34/thumbnail_c13475b2-0ff4-498c-896b-18c52f8c77cf.jpg"" alt=""3 female designers looking at a computer with smile, thinking about how to select health building material for healthier community.""/>"
https://www.futurelearn.com/courses/building-products-and-chemistry,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Parsons School of Design,Building Products and Chemistry,,,3 weeks,3 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/a9/d6/thumbnail_a9d65854-17fb-4fc5-8c83-076fb13b9d11.jpg"" alt=""A closeup of a man holding a piece of rectangular sustainable block of concrete.""/>"
https://www.futurelearn.com/courses/technology-power-and-online-activism,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",UAL Creative Computing Institute,Engaging in Activism for Social Change in Tech,,,2 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/1a/7d/thumbnail_1a7d80a7-5272-47f2-951e-d9c83af8b1ed.jpg"" alt=""Photo by Rod Long on Unsplash of red graffiti on a white wall reading &quot;If not us, then who? If not now, then when?&quot; and yellow graffiti reading &quot;Act now&quot;""/>"
https://www.futurelearn.com/courses/healthy-materials-and-human-health,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Parsons School of Design,Healthier Building Materials and Human Health,,,3 weeks,3 hrs per week,,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/e7/ee/thumbnail_e7ee80ed-3b8f-4b8a-b563-3ed89f36aca8.jpg"" alt=""A building with sustainable wood and building materials with 5 people waking along the side with sunset at the background.""/>"
https://www.futurelearn.com/courses/making-sense-of-genomic-data-covid-19-web-based-bioinformatics,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Wellcome Connecting Science & COG-Train,Making sense of genomic data: COVID-19 web-based bioinformatics,4.6,(26 reviews),3 weeks,5 hrs per week,Free digital upgrade,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/0d/5f/thumbnail_0d5f29cf-f042-4634-ab57-ba3b535fb52e.jpg"" alt=""Genetic Research, a closeup of a male scientist viewing DNA information on a wide computer screen screens with blue, red , yellow and green colour representing different data""/>"
https://www.futurelearn.com/courses/introduction-to-environmental-science,https://ugc.futurelearn.com/uploads/images/af/a7/thumbnail_afa773cf-fb44-4525-a6df-267ba492bb38.jpg,Central Queensland University,A Beginner's Guide to Environmental Science: Wicked Problems and Possible Solutions,4.5,(34 reviews),4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/af/a7/thumbnail_afa773cf-fb44-4525-a6df-267ba492bb38.jpg"" alt=""Icebergs with sunset skies""/>"
https://www.futurelearn.com/courses/data-science-projects-and-applications,https://ugc.futurelearn.com/uploads/images/d7/27/thumbnail_d727ec5f-4001-4581-aa29-719768453ad2.jpg,Packt & FutureLearn,Data Science Projects and Applications,,,2 weeks,2 hrs per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/d7/27/thumbnail_d727ec5f-4001-4581-aa29-719768453ad2.jpg"" alt=""A mid-shot of three coders using a laptop superimposed over multiple lines of computer code""/>"
https://www.futurelearn.com/courses/a-survey-of-substance-use-disorder-sc,https://ugc.futurelearn.com/uploads/images/8b/cc/thumbnail_8bccb7f1-b192-46f2-8fdb-eebbac959a65.jpg,American Society of Addiction Medicine,A Survey of Substance Use Disorder,,,2 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/8b/cc/thumbnail_8bccb7f1-b192-46f2-8fdb-eebbac959a65.jpg"" alt=""A doctor consultant her patient as they sit together talking at a desk. ""/>"
https://www.futurelearn.com/courses/an-introduction-to-sustainability-in-the-built-environment,https://ugc.futurelearn.com/uploads/images/09/95/thumbnail_099536fb-c7fd-4ea1-8223-72aaa9c49af0.jpg,UK Green Building Council,An Introduction to Sustainability in the Built Environment,4.1,(14 reviews),4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/09/95/thumbnail_099536fb-c7fd-4ea1-8223-72aaa9c49af0.jpg"" alt=""High rise building with renewable and recyclable materials in building projects which is sustainable construction""/>"
https://www.futurelearn.com/courses/genomics-covid-19,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Wellcome Connecting Science & COG-Train,The Power of Genomics to Understand the COVID-19 Pandemic,4.7,(48 reviews),3 weeks,5 hrs per week,Free digital upgrade,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/1f/0b/thumbnail_1f0b853a-6506-4d4d-b6eb-2e83f095ba7f.jpg"" alt=""The planet earth overlaid with a network of nodes and connections represented by lights..""/>"
https://www.futurelearn.com/courses/introduction-to-generating-functions-for-a-level-mathematics-students,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Manchester Grammar School,Introduction to Generating Functions for A-Level Maths Students,,,3 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ab/5d/thumbnail_ab5dc69d-5f82-4a31-9ef5-58fc94bc9110.jpg"" alt=""Male student smiling in classroom with other classmates with book and mobile phone on the table""/>"
https://www.futurelearn.com/courses/introduction-to-maintenance-engineering,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Luleå University of Technology,Introduction to Maintenance Engineering,4.6,(5 reviews),3 weeks,10 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/af/c3/thumbnail_afc35cd2-5477-4279-98ec-af5a95413f39.jpg"" alt=""Two engineers is looking at computer screens.""/>"
https://www.futurelearn.com/courses/introduction-into-vr-programming-design-and-unity,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",VR Voom,"Introduction to VR Programming, Design, and Unity",4.6,(8 reviews),10 weeks,2 hrs per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/91/6d/thumbnail_916d9628-afcd-4d50-a482-d7e882875e4b.jpg"" alt=""a man in a vr headset""/>"
https://www.futurelearn.com/courses/sustainability-energy-transition,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Canterbury,Sustainability: Energy Transition,4.5,(29 reviews),3 weeks,4 hrs per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/23/e8/thumbnail_23e80f98-356f-437f-8267-2d79e8481ff5.jpg"" alt=""Windmills looking over the water""/>"
https://www.futurelearn.com/courses/ewaste-and-battery-recycling-technology-design-challenges,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","EIT RawMaterials, Chimie ParisTech – PSL, Norwegian University of Science and Technology (NTNU) & Chalmers University of Technology","E-Waste and Battery Recycling: Technology, Design, and Challenges",,,4 weeks,5 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/bb/07/thumbnail_bb077512-c7e6-4856-857e-428874feb833.jpg"" alt=""Directly above shot of a worker with old smart phone and tablets at table for recycling""/>"
https://www.futurelearn.com/courses/teaching-data-science,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",The University of Glasgow,Getting Started with Teaching Data Science in Schools,4.5,(11 reviews),3 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/a8/71/thumbnail_a8711248-53e5-43b8-8aef-991428f79c95.jpg"" alt=""A teacher shows data visualiations to a classroom of students""/>"
https://www.futurelearn.com/courses/biological-energy,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","Royal Holloway, University of London",Understanding Biological Energy,4.7,(30 reviews),4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/b1/70/thumbnail_b170d9b7-5653-4e69-9af3-c8401feca544.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/come-rain-or-shine,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Reading & The Royal Meteorological Society,Come Rain or Shine: Understanding the Weather,4.8,(268 reviews),3 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/3b/b8/thumbnail_3bb8b490-4881-4ef4-975f-306d861c575a.jpg"" alt=""Weather: a satellite image of clouds above the earth""/>"
https://www.futurelearn.com/courses/english-for-stem-understanding-maths-vocabulary,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Macquarie University,English for STEM: Understanding Maths Vocabulary,,,3 weeks,2 hrs per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ea/2a/thumbnail_ea2af378-6621-485a-a0c3-4f14e79f3382.jpg"" alt=""Photo of a STEM student writing in mathematical vocabulary and equations on a white board""/>"
https://www.futurelearn.com/courses/introtobigdata,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","CloudSwyft Global Systems, Inc.",Microsoft Future Ready: Fundamentals of Big Data,,,2 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/73/5f/thumbnail_735f9c84-e28d-414c-aa03-3c41da1ef6fa.jpg"" alt=""CloudSwyft Logo""/>"
https://www.futurelearn.com/courses/global-water-security,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Cardiff University,The Challenge of Global Water Security,4.6,(35 reviews),4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/f4/df/thumbnail_f4dfd69d-18f7-46c7-bc12-8fac2114fe18.jpg"" alt=""a shrinking lake under a bridge""/>"
https://www.futurelearn.com/courses/data-visualisation-with-python-bokeh-and-advanced-layouts-sc,https://ugc.futurelearn.com/uploads/images/30/25/thumbnail_30256bde-c413-4d35-a21e-2dc6fe598c2d.jpg,FutureLearn,Data Visualisation with Python: Bokeh and Advanced Layouts,,,4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/30/25/thumbnail_30256bde-c413-4d35-a21e-2dc6fe598c2d.jpg"" alt=""Three people sat at a table looking at a man standing in front of a screen with charts on it.""/>"
https://www.futurelearn.com/courses/data-visualisation-with-python-matplotlib-and-visual-analysis-sc,https://ugc.futurelearn.com/uploads/images/f4/41/thumbnail_f4413c31-4484-474a-af54-631b93563c7c.jpg,FutureLearn,Data Visualisation with Python: Matplotlib and Visual Analysis,,,4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/f4/41/thumbnail_f4413c31-4484-474a-af54-631b93563c7c.jpg"" alt=""Two people looking at a tablet screen""/>"
https://www.futurelearn.com/courses/english-for-stem-understanding-engineering-vocabulary,https://ugc.futurelearn.com/uploads/images/9a/45/thumbnail_9a454591-476e-4416-94e6-95f76c106043.jpg,Macquarie University,English for STEM: Understanding Engineering Vocabulary,,,3 weeks,3 hrs per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/9a/45/thumbnail_9a454591-476e-4416-94e6-95f76c106043.jpg"" alt=""a young man working in STEM standing in a factory wearing protective glasses and yellow ear muffs""/>"
https://www.futurelearn.com/courses/logic-the-philosophical-science-of-truth,https://ugc.futurelearn.com/uploads/images/28/b8/thumbnail_28b8aa48-b3ce-45a5-afe0-3a26c409da67.jpg,University of York,Logic: The Language of Truth,4.3,(47 reviews),4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/28/b8/thumbnail_28b8aa48-b3ce-45a5-afe0-3a26c409da67.jpg"" alt=""A group of people discussing and using logic to understand and evaluate arguments""/>"
