Course_Link,image-module_image__1vzg2 src,Provider,Title,ReviewStars,Number_of_review,Duration_Week,Duration_per_week,Cost,Image-wrapper_hti-1
https://www.futurelearn.com/courses/vet-school-application-support,https://ugc.futurelearn.com/uploads/images/59/35/thumbnail_59359d44-f391-4258-a82d-d9d549390980.jpg,The University of Nottingham,Virtual Work Experience and Exploring the Veterinary Profession,4.8,(445 reviews),2 weeks,3 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/artificial-intelligence-technology-application,https://ugc.futurelearn.com/uploads/images/22/a7/thumbnail_22a71e09-ae34-4926-a743-9436fa58cefb.jpg,Taipei Medical University,Applications of AI Technology,4.5,(20 reviews),4 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/artificial-intelligence-in-bioinformatics,https://ugc.futurelearn.com/uploads/images/77/27/thumbnail_7727234d-9f0c-4eb9-a02f-b10ddfdfc69d.jpg,Taipei Medical University,Artificial Intelligence in Bioinformatics,4.4,(13 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/representing-data-with-images-and-sound,https://ugc.futurelearn.com/uploads/images/f6/a5/thumbnail_f6a53af0-e529-45dc-b70a-4059bfce8eea.jpg,Raspberry Pi Foundation & National Centre for Computing Education,Data Representation in Computing: Bring Data to Life,4.8,(29 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/anatomy-know-your-abdomen,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Leeds,Anatomy: Know Your Abdomen,4.7,(244 reviews),2 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/combating-corrosion-an-introduction-to-socorro,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",The University of Kent & SOCORRO,Combatting Corrosion: An Introduction to SOCORRO,,,2 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/ecology-and-wildlife-conservation,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Leeds,Ecology and Wildlife Conservation,4.6,(274 reviews),2 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/exploring-cancer-medicines,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Leeds,Exploring Cancer Medicines,4.3,(75 reviews),2 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/planet-earth,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Leeds,Planet Earth: Understanding and Protecting our Environment,4.8,(11 reviews),2 weeks,3 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/transport-systems-global-issues-and-future-innovations,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Leeds,Transport Systems: Global Issues and Future Innovations,4.8,(43 reviews),2 weeks,4 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/business-analytics-forecasting,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",National Tsing Hua University (NTHU),Business Analytics Using Forecasting,4.5,(16 reviews),6 weeks,3 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/moons,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",The Open University,Moons,4.8,(213 reviews),8 weeks,3 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/higgs,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",The University of Edinburgh,The Discovery of the Higgs Boson,4.6,(11 reviews),7 weeks,5 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/overview-and-formulation-of-biotechnology-products,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Taipei Medical University,Pharmacotherapy: Understanding Biotechnology Products,4.5,(11 reviews),6 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/build-an-escape-room-through-maths-and-logic-in-computing,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Raspberry Pi Foundation & National Centre for Computing Education,Understanding Maths and Logic in Computer Science,4.8,(29 reviews),3 weeks,2 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/environmental-challenges-justice,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",University of Leeds,Environmental Challenges: Justice in Natural Resource Management,4.7,(22 reviews),2 weeks,5 hrs per week,Included in Unlimited,
https://www.futurelearn.com/courses/heart-health,https://ugc.futurelearn.com/uploads/images/be/47/thumbnail_be477761-4866-4254-aabc-ed1be87edea0.jpg,University of Reading,Heart Health: A Beginner's Guide to Cardiovascular Disease,4.9,(93 reviews),4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/be/47/thumbnail_be477761-4866-4254-aabc-ed1be87edea0.jpg"" alt=""The heart""/>"
https://www.futurelearn.com/courses/an-introduction-to-machine-learning-in-quantitative-finance,https://ugc.futurelearn.com/uploads/images/42/56/thumbnail_4256fded-e789-4f8e-a89f-7b728e52d139.jpg,UCL (University College London),An Introduction to Machine Learning in Quantitative Finance,,,4 weeks,3 hrs per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/42/56/thumbnail_4256fded-e789-4f8e-a89f-7b728e52d139.jpg"" alt=""A young male computer programmer looking at his computer with overlay abstract finance economic graphs in the foreground.""/>"
https://www.futurelearn.com/courses/plant-phenotyping-technologies,https://ugc.futurelearn.com/uploads/images/02/c0/thumbnail_02c09056-79b3-487e-8b7a-92cc46e3fff6.jpg,The University of Nottingham & University of Lincoln,Introduction to Plant Phenotyping Technologies,,,4 weeks,1 hr per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/02/c0/thumbnail_02c09056-79b3-487e-8b7a-92cc46e3fff6.jpg"" alt=""An image of a plant""/>"
https://www.futurelearn.com/courses/building-information-modelling,https://ugc.futurelearn.com/uploads/images/59/a3/thumbnail_59a3635e-becd-4262-a7f0-f12c98455c8b.jpg,Coventry University,An Introduction to Building Information Modelling,4.6,(37 reviews),2 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/59/a3/thumbnail_59a3635e-becd-4262-a7f0-f12c98455c8b.jpg"" alt=""Wireframe plan of a city&#x27;s business district""/>"
https://www.futurelearn.com/courses/biochemistry,https://ugc.futurelearn.com/uploads/images/ef/be/thumbnail_efbeece4-58b7-4791-a39a-03bf1847f630.jpg,UEA (University of East Anglia),Biochemistry: the Molecules of Life,4.7,(101 reviews),3 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ef/be/thumbnail_efbeece4-58b7-4791-a39a-03bf1847f630.jpg"" alt=""Biochemistry: a graphic showing DNA strands and test tubes""/>"
https://www.futurelearn.com/courses/motion-capture-course,https://ugc.futurelearn.com/uploads/images/d1/01/thumbnail_d1012d9e-495c-4f61-942f-e8f214cceb69.jpg,University of Oslo,Motion Capture: The Art of Studying Human Activity,,,6 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/d1/01/thumbnail_d1012d9e-495c-4f61-942f-e8f214cceb69.jpg"" alt=""Motion capture illustration""/>"
https://www.futurelearn.com/courses/pupillometry-course,https://ugc.futurelearn.com/uploads/images/76/56/thumbnail_7656a3df-ba3d-4cce-871e-42df84907e6c.jpg,University of Oslo,Pupillometry: The Eye as a Window Into the Mind,,,6 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/76/56/thumbnail_7656a3df-ba3d-4cce-871e-42df84907e6c.jpg"" alt=""eye_iris_pupil_female_human""/>"
https://www.futurelearn.com/courses/radiation-protection-in-dental-practice,https://ugc.futurelearn.com/uploads/images/02/38/thumbnail_02389ef5-9d6a-482e-8b97-420daf6332ac.jpg,UK Health Security Agency,Dental Radiography: Radiation Protection in Dental Practice,4.9,(68 reviews),5 weeks,1 hr per week,Premium course,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/02/38/thumbnail_02389ef5-9d6a-482e-8b97-420daf6332ac.jpg"" alt=""Dental professional looks at an xray image on screen with a patient""/>"
https://www.futurelearn.com/courses/mysteries-of-the-universe,https://ugc.futurelearn.com/uploads/images/b4/3e/thumbnail_b43e78a2-b7a1-450b-b108-540c8973e494.jpg,National Tsing Hua University (NTHU),Mysteries Of The Universe,4.4,(83 reviews),6 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/b4/3e/thumbnail_b43e78a2-b7a1-450b-b108-540c8973e494.jpg"" alt=""(c) NASA""/>"
https://www.futurelearn.com/courses/openness-in-science-and-innovation,https://ugc.futurelearn.com/uploads/images/fe/db/thumbnail_fedb2663-a13c-41c0-a2d6-8aae880e29af.jpg,University of Potsdam,Openness in Science and Innovation,,,8 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/fe/db/thumbnail_fedb2663-a13c-41c0-a2d6-8aae880e29af.jpg"" alt=""bird swarm""/>"
https://www.futurelearn.com/courses/consumers-and-environmental-safety-food-packaging-and-kitchenware,https://ugc.futurelearn.com/uploads/images/2b/d6/thumbnail_2bd6e4a2-af9d-449b-ac7a-fb170b98467d.jpg,"EIT Food, University of Turin & European Institute of Innovation and Technology (EIT)",Consumer and Environmental Safety: Food Packaging and Kitchenware,4.8,(17 reviews),5 weeks,5 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/2b/d6/thumbnail_2bd6e4a2-af9d-449b-ac7a-fb170b98467d.jpg"" alt=""A pregnant woman in a supermarket aisle. Her young daughter is next to her sat in a supermarket trolley""/>"
https://www.futurelearn.com/courses/food-production-agricultural-technology-plant-biotechnology,https://ugc.futurelearn.com/uploads/images/1d/39/thumbnail_1d39ae5c-8077-42c7-92df-0c57aef3ab14.jpg,"EIT Food, University of Cambridge & European Institute of Innovation and Technology (EIT)",Improving Food Production with Agricultural Technology and Plant Biotechnology,4.8,(85 reviews),3 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/1d/39/thumbnail_1d39ae5c-8077-42c7-92df-0c57aef3ab14.jpg"" alt=""Plants growing in a commercial greenhouse""/>"
https://www.futurelearn.com/courses/innovation-in-arable-farming,https://ugc.futurelearn.com/uploads/images/20/d3/thumbnail_20d3aecd-b04f-4c0e-b82a-4f4875f230b1.jpg,"EIT Food, University of Reading & European Institute of Innovation and Technology (EIT)",Innovation in Arable Farming: Technologies for Sustainable Farming Systems,4.4,(18 reviews),3 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/20/d3/thumbnail_20d3aecd-b04f-4c0e-b82a-4f4875f230b1.jpg"" alt=""Harvesting a field of wheat""/>"
https://www.futurelearn.com/courses/an-introduction-to-food-science,https://ugc.futurelearn.com/uploads/images/ff/32/thumbnail_ff321d9d-00f7-464e-8501-234d8dac2e94.jpg,"EIT Food, Queen's University Belfast & European Institute of Innovation and Technology (EIT)",Introduction to Food Science,4.4,(33 reviews),4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ff/32/thumbnail_ff321d9d-00f7-464e-8501-234d8dac2e94.jpg"" alt=""A scientist looking at different vegetables""/>"
https://www.futurelearn.com/courses/life-on-land,https://ugc.futurelearn.com/uploads/images/6e/ec/thumbnail_6eec2c46-f405-4cff-a80e-f402eda1cd91.jpg,University of the Sunshine Coast,"Life on Land: Ecology, Evolution, Challenges, and Solutions",,,4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/6e/ec/thumbnail_6eec2c46-f405-4cff-a80e-f402eda1cd91.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/science-communication-for-researchers,https://ugc.futurelearn.com/uploads/images/53/8d/thumbnail_538d8ae2-fa16-4bcb-8a9d-61ad0d866e5e.jpg,"EIT Food, University of Turin, Universidad Autónoma de Madrid & European Institute of Innovation and Technology (EIT)",Science Communication and Public Engagement,4.6,(30 reviews),3 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/53/8d/thumbnail_538d8ae2-fa16-4bcb-8a9d-61ad0d866e5e.jpg"" alt=""Illustration of communication between two people""/>"
https://www.futurelearn.com/courses/the-human-microbiome,https://ugc.futurelearn.com/uploads/images/85/64/thumbnail_85640d2e-cf3e-4810-8b35-f78a5d08bbe1.jpg,"EIT Food, University of Turin & European Institute of Innovation and Technology (EIT)",The Human Microbiome,4.6,(167 reviews),3 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/85/64/thumbnail_85640d2e-cf3e-4810-8b35-f78a5d08bbe1.jpg"" alt=""a drawing of a women with her internal organs drawn on top of her body, surrounded by drawings of microbes""/>"
https://www.futurelearn.com/courses/batteries-for-the-energy-transition-exploring-the-sustainable-value-chain,https://ugc.futurelearn.com/uploads/images/06/ac/thumbnail_06ac0bc2-bd62-46ac-b92d-6e312d1c740a.jpg,EIT RawMaterials,Batteries for the Energy Transition: Exploring the Sustainable Value Chain,,,4 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/06/ac/thumbnail_06ac0bc2-bd62-46ac-b92d-6e312d1c740a.jpg"" alt=""Decorative image: An blurred city scape with icons for renewable energy and battery power""/>"
https://www.futurelearn.com/courses/smart-urban-green-infrastructure,https://ugc.futurelearn.com/uploads/images/b9/9f/thumbnail_b99f7ce2-5453-4e9c-96c9-7a0327adb9f9.jpg,EIT Urban Mobility & Aalto University Lifewide Learning,Smart Urban Green Infrastructure,,,5 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/b9/9f/thumbnail_b99f7ce2-5453-4e9c-96c9-7a0327adb9f9.jpg"" alt=""Multilayer of cityscape images mixed with green plants and trees from a low angle point of view.""/>"
https://www.futurelearn.com/courses/agriculture-smart-food-urban-farming,https://ugc.futurelearn.com/uploads/images/03/5e/thumbnail_035e4ec1-5fa5-4c93-a522-2135526546ee.jpg,Universiti Malaya,Agriculture: Smart Food Urban Farming,4.8,(5 reviews),2 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/03/5e/thumbnail_035e4ec1-5fa5-4c93-a522-2135526546ee.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/blue-tomorrow-understanding-the-blue-economy,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Blue Tomorrow & Moananui,Blue Tomorrow: Understanding the Blue Economy,,,4 weeks,3 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/97/11/thumbnail_97114de3-f3b7-419e-8fe4-55be4e63284a.jpg"" alt=""Aireal image of an aquaculture farm in still blue waters of New Zealand""/>"
https://www.futurelearn.com/courses/molecular-techniques,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","St George's, University of London",Genomic Technologies in Clinical Diagnostics: Molecular Techniques,4.8,(94 reviews),3 weeks,5 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/d4/20/thumbnail_d420c8b5-6f85-4803-a9f9-5afa16524d88.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/next-generation-sequencing,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=","St George's, University of London",Genomic Technologies in Clinical Diagnostics: Next Generation Sequencing,4.8,(61 reviews),2 weeks,5 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/af/d3/thumbnail_afd33ff3-7beb-4181-b0d9-38daf493ed5d.jpg"" alt=""""/>"
https://www.futurelearn.com/courses/how-to-set-up-an-antimicrobial-stewardship-programme,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",BSAC & ICARS,How to set up an Antimicrobial Stewardship Programme,,,3 weeks,2 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/ae/ee/thumbnail_aeeea74a-9a9c-4a46-9264-77082e5ccb0c.jpg"" alt=""Female doctor leading medical team discussion in hospital exam room.""/>"
https://www.futurelearn.com/courses/urban-stormwater-management-in-a-changing-climate,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAASwAAADIBAMAAACg8cFmAAAAGFBMVEXt7e7KyszV1dfe3t/m5ufq6uvg4OHOztD3GVIkAAAAnklEQVR42u3OwQnCQBAAwENIASsWIFagpARtJCWID9v3c+d/QciezFQwDQAAAAAAAAAAAIAfWyJaQVpanVaGVoZWhlaGVobWHu7rUKq1xaA1ceu1Dq2OLc6tIC2tTitDK0MrQyvjv1vLY7hVah3iS2ve1vEyXFsZhzi1grS0Oq0MrQytDK0MrV28u2etVgxa87YAAAAAAAAAAAAApvYB2BwigkXIZZgAAAAASUVORK5CYII=",Luleå University of Technology,Urban Stormwater Management in a Changing Climate,,,3 weeks,4 hrs per week,Included in Unlimited,"<img class=""image-module_image__1vzg2 image-module_cover__2_Sai"" src=""https://ugc.futurelearn.com/uploads/images/02/17/thumbnail_0217ff6b-0080-4de7-aab8-0a9838d49f65.jpg"" alt=""A modern city with green stormwater management solutions and happy people""/>"
