Course Name,URL,Categories,Short Description,Long Description,Difficulty,Duration,Free Option,Number of Enrolled,Rating,Paid Option,Language,Subtitle Language,Platform,Provider,Image URL
Elements of AI,https://course.elementsofai.com/,Computer Science,"The elements of AI is a free online course for everyone interested in learning what AI is, what is possible (and not possible) with AI, and how it affects our lives – with no complicated math or programming required.","The elements of AI is a free online course for everyone interested in learning what AI is, what is possible (and not possible) with AI, and how it affects our lives – with no complicated math or programming required.",Introductory,0,1,0,4.8,0,English,English,Independent Courses,University of Helsinki,
Going Places with Spatial Analysis,https://www.esri.com/training/catalog/57660f19bb54adb30c9454b0/going-places-with-spatial-analysis/,Computer Science,This Massive Open Online Course (MOOC) is for people who know something about data analysis and want to learn about the special capabilities of spatial data analysis. Spatial analysis focuses on location to gain a deeper understanding of data. Spatial an…,This Massive Open Online Course (MOOC) is for people who know something about data analysis and want to learn about the special capabilities of spatial data analysis. Spatial analysis focuses on location to gain a deeper understanding of data. Spatial an…,Introductory,0,1,0,4.8,0,English,English,Independent Courses,Esri,
Do-It-Yourself  Geo Apps,https://www.esri.com/training/catalog/57660ed7bb54adb30c9454a3/do-it-yourself-geo-apps/,Computer Science,"This course will show you how to combine location and narrative in one application to better communicate and broadcast your story, create custom web applications that solve problems in your community, and build powerful native applications for iOS and An…","This course will show you how to combine location and narrative in one application to better communicate and broadcast your story, create custom web applications that solve problems in your community, and build powerful native applications for iOS and An…",Introductory,0,1,0,4.9,0,English,English,Independent Courses,Esri,
Computer Science by CrashCourse,,Computer Science,"In 40 episodes, Carrie Anne Philbin teaches you computer science! This course is based on introductory college-level material as well as the AP Computer Science Principles guidelines.","In 40 episodes, Carrie Anne Philbin teaches you computer science! This course is based on introductory college-level material as well as the AP Computer Science Principles guidelines.",Introductory,0,1,0,4.39,0,English,English,Independent Courses,CrashCourse,
Spatial Data Science: The New Frontier in Analytics,https://www.esri.com/training/catalog/5d76dcf7e9ccda09bef61294/spatial-data-science%3A-the-new-frontier-in-analytics/,Computer Science,Use location to find patterns and tackle complex problems. This course explores the application of spatial data science to uncover hidden patterns and improve predictive modeling. You'll work with powerful analytical tools in Esri's ArcGIS software and l…,Use location to find patterns and tackle complex problems. This course explores the application of spatial data science to uncover hidden patterns and improve predictive modeling. You'll work with powerful analytical tools in Esri's ArcGIS software and l…,Introductory,0,1,0,5.0,0,English,English,Independent Courses,Esri,
6.S191: Introduction to Deep Learning,http://introtodeeplearning.com/index.html,Computer Science,A 1-week extensive survey of deep learning methods and applications.,A 1-week extensive survey of deep learning methods and applications.,Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Imagery in Action,https://www.esri.com/training/catalog/6074ab588e68a831e4d8974b/imagery-in-action/,Computer Science,"This course is for anyone who wants to learn—or learn more—about the many uses of imagery, the many types of imagery, and the rapidly growing integration of imagery with GIS.","This course is for anyone who wants to learn—or learn more—about the many uses of imagery, the many types of imagery, and the rapidly growing integration of imagery with GIS.",Introductory,0,1,0,5.0,0,English,English,Independent Courses,Esri,
Building AI,https://buildingai.elementsofai.com/,Computer Science,"Building AI is for anyone who wants to improve their AI-related vocabulary and skills. By taking the course, you'll learn more about what makes different AI methods possible. As a result, you will be able to craft your own AI idea and present it in an un…","Building AI is for anyone who wants to improve their AI-related vocabulary and skills. By taking the course, you'll learn more about what makes different AI methods possible. As a result, you will be able to craft your own AI idea and present it in an un…",Introductory,1,1,0,4.3,0,English,English,Independent Courses,University of Helsinki,
Hacker Tools,https://hacker-tools.github.io/,Computer Science,Learn to make the most of the tools that hackers have been using for decades.,Learn to make the most of the tools that hackers have been using for decades.,Introductory,1,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Learning from Data (Introductory Machine Learning course),https://home.work.caltech.edu/telecourse.html,Computer Science,"This is an introductory course in machine learning (ML) that covers the basic theory, algorithms, and applications. ML is a key technology in Big Data, and in many financial, medical, commercial, and scientific applications. It enables computational syst…","This is an introductory course in machine learning (ML) that covers the basic theory, algorithms, and applications. ML is a key technology in Big Data, and in many financial, medical, commercial, and scientific applications. It enables computational syst…",Introductory,0,1,0,4.6,0,English,English,Independent Courses,Caltech,
Practical Deep Learning For Coders,https://course.fast.ai/,Computer Science,"Learn how to get a GPU server online suitable for deep learning— to creating state of the art, highly practical, models for computer vision, natural language processing, and recommendation systems.","Learn how to get a GPU server online suitable for deep learning— to creating state of the art, highly practical, models for computer vision, natural language processing, and recommendation systems.",Introductory,2,1,0,3.8,0,English,English,Independent Courses,fast.ai,
Full Stack open 2022,https://fullstackopen.com/en/,Computer Science,"Learn React, Redux, Node.js, MongoDB, GraphQL and TypeScript in one go! This course will introduce you to modern JavaScript-based web development. The main focus is on building single page applications with ReactJS that use REST APIs built with Node.js.","Learn React, Redux, Node.js, MongoDB, GraphQL and TypeScript in one go! This course will introduce you to modern JavaScript-based web development. The main focus is on building single page applications with ReactJS that use REST APIs built with Node.js.",Introductory,1,1,0,5.0,0,English,English,Independent Courses,University of Helsinki,
Java Programming,https://java-programming.mooc.fi/,Computer Science,"During this course, you will learn the basics of computer programming, along with algorithms and object-oriented programming through the Java programming language.","During this course, you will learn the basics of computer programming, along with algorithms and object-oriented programming through the Java programming language.",Introductory,0,1,0,4.8,0,English,English,Independent Courses,University of Helsinki,
CS 241: System Programming,https://cs241.cs.illinois.edu/coursebook/,Computer Science,"This coursebook is being built by students and faculty from the University of Illinois. It is based on a crowd-source authoring wikibook experiment by Lawrence Angrave from CS @ Illinois, but is now its own .tex based project. Its source code is located…","This coursebook is being built by students and faculty from the University of Illinois. It is based on a crowd-source authoring wikibook experiment by Lawrence Angrave from CS @ Illinois, but is now its own .tex based project. Its source code is located…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Practical Numerical Methods with Python,https://openedx.seas.gwu.edu/courses/course-v1:MAE+MAE6286+2017/about,Computer Science,"Even if this is the only numerical methods course you ever take, dedicating yourself to mastering all modules will give you a foundation from which you can build a career in scientific computing.","Even if this is the only numerical methods course you ever take, dedicating yourself to mastering all modules will give you a foundation from which you can build a career in scientific computing.",Introductory,2,1,0,4.0,0,English,English,Independent Courses,George Washington University,
"Learn TensorFlow and deep learning, without a Ph.D.",https://cloud.google.com/blog/big-data/2017/01/learn-tensorflow-and-deep-learning-without-a-phd,Computer Science,"This 3-hour course (video + slides) offers developers a quick introduction to deep-learning fundamentals, with some TensorFlow thrown into the bargain.","This 3-hour course (video + slides) offers developers a quick introduction to deep-learning fundamentals, with some TensorFlow thrown into the bargain.",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Free WordPress training: WordPress for beginners,https://yoast.com/academy/free-training-wordpress-for-beginners/,Computer Science,"Ever wanted to create your own website? We’ve got you covered! Whether you want to create your own personal blog, an online store, or a business website – with WordPress, creating your own website is easy as pie. If you know what you’re doing, of course.…","Ever wanted to create your own website? We’ve got you covered! Whether you want to create your own personal blog, an online store, or a business website – with WordPress, creating your own website is easy as pie. If you know what you’re doing, of course.…",Introductory,1,1,0,4.0,0,English,English,Independent Courses,Independent Courses,
Aerodynamics with Python,https://openedx.seas.gwu.edu/courses/course-v1:MAE+MAE6226+2017/about,Computer Science,"This course aims to give a foundation in the classical theories of aerodynamics of ideal fluids, as they apply to aerospace engineering design, and it aims to provide competency in solution methods and understanding of their approximation power and sourc…","This course aims to give a foundation in the classical theories of aerodynamics of ideal fluids, as they apply to aerospace engineering design, and it aims to provide competency in solution methods and understanding of their approximation power and sourc…",Introductory,1,1,0,5.0,0,English,English,Independent Courses,George Washington University,
CNIT 128: Hacking Mobile Devices,https://samsclass.info/128/128_S21.shtml,Computer Science,"This class will cover how mobile operating systems and apps work, how to find and exploit vulnerabilities in them, and how to defend them. Topics will include phone call, voicemail, and SMS intrusion, jailbreaking, rooting, NFC attacks, malware, browser…","This class will cover how mobile operating systems and apps work, how to find and exploit vulnerabilities in them, and how to defend them. Topics will include phone call, voicemail, and SMS intrusion, jailbreaking, rooting, NFC attacks, malware, browser…",Introductory,1,1,0,4.39,0,English,English,Independent Courses,CNIT - City College of San Francisco,
CNIT 126: Practical Malware Analysis,https://samsclass.info/126/126_F21.shtml,Computer Science,"Learn how to analyze malware, including computer viruses, trojans, and rootkits, using disassemblers, debuggers, static and dynamic analysis, using IDA Pro, OllyDbg and other tools.Upon successful completion of this course, the student will be able to:De…","Learn how to analyze malware, including computer viruses, trojans, and rootkits, using disassemblers, debuggers, static and dynamic analysis, using IDA Pro, OllyDbg and other tools.Upon successful completion of this course, the student will be able to:De…",Introductory,1,1,0,5.0,0,English,English,Independent Courses,CNIT - City College of San Francisco,
Demystifying AI/ML/DL,https://explore.skillbuilder.aws/learn/course/external/view/elearning/385/demystifying-aimldl,Computer Science,"After taking this set of courses, you&rsquo;ll understand how artificial intelligence (AI) led to machine learning (ML), which then led to deep learning (DL) What is Artificial Intelligence? What is Machine Learning? What Is Deep Learning? These question…","After taking this set of courses, you&rsquo;ll understand how artificial intelligence (AI) led to machine learning (ML), which then led to deep learning (DL) What is Artificial Intelligence? What is Machine Learning? What Is Deep Learning? These question…",Introductory,0,1,0,5.0,0,English,English,Independent Courses,Amazon,
Speaking Of: Machine Translation and Natural Language Processing (NLP),https://explore.skillbuilder.aws/learn/course/external/view/elearning/315/speaking-of-machine-translation-and-natural-language-processing-nlp,Computer Science,"These courses explore how machines interact with the human language. We&rsquo;ll cover AWS services that help you with neural networks and natural language processing topics like automatic speech recognition, natural and fluent language translation, and…","These courses explore how machines interact with the human language. We&rsquo;ll cover AWS services that help you with neural networks and natural language processing topics like automatic speech recognition, natural and fluent language translation, and…",Introductory,0,1,0,5.0,0,English,English,Independent Courses,Amazon,
Learn C++,https://www.learncpp.com/,Computer Science,"LearnCpp.com is a free website devoted to teaching you how to program in C++. Whether you&rsquo;ve had any prior programming experience or not, the tutorials on this site will walk you through all the steps to write, compile, and debug your C++ programs,…","LearnCpp.com is a free website devoted to teaching you how to program in C++. Whether you&rsquo;ve had any prior programming experience or not, the tutorials on this site will walk you through all the steps to write, compile, and debug your C++ programs,…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Cisco Packet Tracer,https://www.netacad.com/courses/packet-tracer,Computer Science,"Gain real skills with our powerful network simulation tool where you practice networking, IoT, and cybersecurity skills in a virtual lab – no hardware needed!","Gain real skills with our powerful network simulation tool where you practice networking, IoT, and cybersecurity skills in a virtual lab – no hardware needed!",Introductory,0,1,0,5.0,0,English,English,Independent Courses,Cisco,
Machine Learning Crash Course with TensorFlow APIs,https://developers.google.com/machine-learning/crash-course/,Computer Science,"Machine Learning Crash Course features a series of lessons with video lectures, real-world case studies, and hands-on practice exercises.","Machine Learning Crash Course features a series of lessons with video lectures, real-world case studies, and hands-on practice exercises.",Introductory,1,1,0,4.0,0,English,English,Independent Courses,Independent Courses,
Communicating with Chat Bots,https://explore.skillbuilder.aws/learn/course/external/view/elearning/357/communicating-with-chat-bots,Computer Science,"Learn how to build smart chatbots with the Communicating with Chatbots courses. We&rsquo;ll teach you how to enhance your user experience and adapt to change. How to deploy, secure, and monitor chatbots and gather insight about what your users want.","Learn how to build smart chatbots with the Communicating with Chatbots courses. We&rsquo;ll teach you how to enhance your user experience and adapt to change. How to deploy, secure, and monitor chatbots and gather insight about what your users want.",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Your First Flutter App: An App From Scratch,https://www.kodeco.com/27732840-your-first-flutter-app-an-app-from-scratch,Computer Science,"If you’re a complete beginner to Flutter development and wondering how to get started, this is the course for you.","If you’re a complete beginner to Flutter development and wondering how to get started, this is the course for you.",Introductory,0,1,0,1.0,0,English,English,Independent Courses,Independent Courses,
Get Data Off the Ground with Python,https://openedx.seas.gwu.edu/courses/course-v1:GW+EngComp1+2018/about,Computer Science,"This first module in Engineering Computations (EngComp1) creates a foundation with Python programming, for complete beginners","This first module in Engineering Computations (EngComp1) creates a foundation with Python programming, for complete beginners",Introductory,0,1,0,4.39,0,English,English,Independent Courses,George Washington University,
Tour the Dynamics of Change and Motion with Python,https://openedx.seas.gwu.edu/courses/course-v1:GW+EngComp3+2018/about,Computer Science,"The target audience is second-year science and engineering students, with some background in calculus and ordinary differential equations. You learn to capture motion from images and videos, to compute velocity and acceleration from position data, to obt…","The target audience is second-year science and engineering students, with some background in calculus and ordinary differential equations. You learn to capture motion from images and videos, to compute velocity and acceleration from position data, to obt…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,George Washington University,
Hybrid to Online with Jupyter,https://learning.buffalo.edu/courses/course-v1:UBx+Jupyter101+2019_T1/about,Computer Science,"This is a tutorial for faculty who are interested in developing and teaching courses with a computational approach. Writing course materials first as Jupyter notebooks, it is possible to create an online course in the Open edX platform pulling content fr…","This is a tutorial for faculty who are interested in developing and teaching courses with a computational approach. Writing course materials first as Jupyter notebooks, it is possible to create an online course in the Open edX platform pulling content fr…",Introductory,1,1,0,4.39,0,English,English,Independent Courses,George Washington University,
Land on Vector Spaces with Python,https://openedx.seas.gwu.edu/courses/course-v1:GW+EngComp4+2019/about,Computer Science,"This is the fourth module in Engineering Computations (EngComp4) It explores the foundations of linear algebra with a geometrical and practical approach. The target audience is second-year science and engineering students, with minimal background in line…","This is the fourth module in Engineering Computations (EngComp4) It explores the foundations of linear algebra with a geometrical and practical approach. The target audience is second-year science and engineering students, with minimal background in line…",Introductory,2,1,0,4.39,0,English,English,Independent Courses,George Washington University,
DevOps with Kubernetes,https://devopswithkubernetes.com/,Computer Science,"This course is an introductory course to Kubernetes with K3s and GKE. In this course, you will develop software with a microservice architecture that utilizes Kubernetes to serve software that scales and deploys automatically. And learn how to manage it…","This course is an introductory course to Kubernetes with K3s and GKE. In this course, you will develop software with a microservice architecture that utilizes Kubernetes to serve software that scales and deploys automatically. And learn how to manage it…",Introductory,2,1,0,4.39,0,English,English,Independent Courses,University of Helsinki,
DevOps with Docker,https://devopswithdocker.com/,Computer Science,"This course is an introductory course to Docker and docker-compose. The course will also look into what different parts web services consist of, such as reverse proxies, databases, etc. Docker can not be installed on faculty computers, so students will n…","This course is an introductory course to Docker and docker-compose. The course will also look into what different parts web services consist of, such as reverse proxies, databases, etc. Docker can not be installed on faculty computers, so students will n…",Introductory,1,1,0,4.39,0,English,English,Independent Courses,University of Helsinki,
Introduction to AI in the Data Center,https://www.coursera.org/learn/introduction-to-ai-in-the-data-center,Computer Science,"Welcome to the Introduction to AI in the Data Center Course!
As you know, Artificial Intelligence, or AI, is transforming society in many ways. 
From speech recognition to improved supply chain management, AI technology provides enterprises with the comp…","Welcome to the Introduction to AI in the Data Center Course!
As you know, Artificial Intelligence, or AI, is transforming society in many ways. 
From speech recognition to improved supply chain management, AI technology provides enterprises with the comp…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Nvidia,
CNIT 127: Exploit Development,https://samsclass.info/127/127_S22.shtml,Computer Science,"Learn how to find vulnerabilities and exploit them to gain control of target systems, including Linux, Windows, Mac, and Cisco.","Learn how to find vulnerabilities and exploit them to gain control of target systems, including Linux, Windows, Mac, and Cisco.",Introductory,1,1,0,4.39,0,English,English,Independent Courses,CNIT - City College of San Francisco,
Programming in Dart: Fundamentals,https://www.kodeco.com/29743583-programming-in-dart-fundamentals,Computer Science,"Learn the fundamental building blocks of Google’s open source programming language, Dart, the language for Flutter development. This course will teach you the fundamentals of Dart from logical operators to control flow.","Learn the fundamental building blocks of Google’s open source programming language, Dart, the language for Flutter development. This course will teach you the fundamentals of Dart from logical operators to control flow.",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Independent Courses,
Internet of Things Foundation Series,https://explore.skillbuilder.aws/learn/course/external/view/elearning/402/internet-of-things-foundation-series,Computer Science,The Internet of Things (IoT) Foundation Series comprises a set of courses that offer a broad experience across IoT Core and its associated services. Each class in the series is centered around a scenario where a fictitious customer has a business challen…,The Internet of Things (IoT) Foundation Series comprises a set of courses that offer a broad experience across IoT Core and its associated services. Each class in the series is centered around a scenario where a fictitious customer has a business challen…,Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Machine Learning Security,https://explore.skillbuilder.aws/learn/course/external/view/elearning/95/machine-learning-security,Computer Science,"At AWS, security is the highest priority. Controlling and managing permissions, as well as authorizing traffic is all part of building highly secure applications and environments on the AWS platform. This curriculum covers the AWS products and services t…","At AWS, security is the highest priority. Controlling and managing permissions, as well as authorizing traffic is all part of building highly secure applications and environments on the AWS platform. This curriculum covers the AWS products and services t…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
ML Building Blocks: Services and Terminology,https://explore.skillbuilder.aws/learn/course/external/view/elearning/32/ml-building-blocks-services-and-terminology,Computer Science,"These two courses clarify both the machine learning stack and the terms and processes that will help you build a good foundation in machine learning. You&rsquo;ll explore the platform services, frameworks, interfaces, and infrastructure, and also learn h…","These two courses clarify both the machine learning stack and the terms and processes that will help you build a good foundation in machine learning. You&rsquo;ll explore the platform services, frameworks, interfaces, and infrastructure, and also learn h…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Developing Machine Learning Applications,https://explore.skillbuilder.aws/learn/course/external/view/elearning/58/developing-machine-learning-applications,Computer Science,"This curriculum explores Amazon&rsquo;s fully managed ML platform, Amazon SageMaker. We discuss how to train and tune models, how certain algorithms are built in, how you can bring your own algorithm, and how to build for use cases like recommender syste…","This curriculum explores Amazon&rsquo;s fully managed ML platform, Amazon SageMaker. We discuss how to train and tune models, how certain algorithms are built in, how you can bring your own algorithm, and how to build for use cases like recommender syste…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Machine Learning Exam Basics,https://explore.skillbuilder.aws/learn/course/external/view/elearning/373/machine-learning-exam-basics,Computer Science,"Throughout this curriculum we&rsquo;ll explore the AWS machine learning services that enable everything from building, training, and deploying models at scale, to deep learning. We'll hear from some of Amazon's own machine learning scientists about how t…","Throughout this curriculum we&rsquo;ll explore the AWS machine learning services that enable everything from building, training, and deploying models at scale, to deep learning. We'll hear from some of Amazon's own machine learning scientists about how t…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Exploring the Machine Learning Toolset,https://explore.skillbuilder.aws/learn/course/external/view/elearning/325/exploring-the-machine-learning-toolset,Computer Science,"No matter what your background or experience, you can use machine learning. In this course, we&rsquo;ll show you some of the AWS machine learning services you can used to build models and add intelligence to applications. We'll also show you how to use s…","No matter what your background or experience, you can use machine learning. In this course, we&rsquo;ll show you some of the AWS machine learning services you can used to build models and add intelligence to applications. We'll also show you how to use s…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Seeing Clearly: Computer Vision Theory,https://explore.skillbuilder.aws/learn/course/external/view/elearning/399/seeing-clearly-computer-vision-theory,Computer Science,These courses explore how machines achieve understanding of images and videos. We&rsquo;ll cover computer vision topics like automatic recognition of objects and activities. We'll also give demonstrations of use cases like video editing and satellite ima…,These courses explore how machines achieve understanding of images and videos. We&rsquo;ll cover computer vision topics like automatic recognition of objects and activities. We'll also give demonstrations of use cases like video editing and satellite ima…,Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Getting Started with Amazon Simple Storage Service (S3),https://www.aws.training/Details/Curriculum?id=26942&redirect=false,Computer Science,"This 200-level self-paced course introduces you to Amazon S3 and provides you with the knowledge to determine when to use the service. You explore the basics of Amazon S 3 including buckets, objects, and storage classes. It also explains how you are char…","This 200-level self-paced course introduces you to Amazon S3 and provides you with the knowledge to determine when to use the service. You explore the basics of Amazon S 3 including buckets, objects, and storage classes. It also explains how you are char…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Deep Dive into Amazon Elastic Block Store (EBS),https://explore.skillbuilder.aws/learn/course/external/view/elearning/139/deep-dive-into-amazon-elastic-block-store-ebs,Computer Science,"In this advanced course, you gain the knowledge and skills necessary to use and manage Amazon Elastic Block Store (Amazon EBS) The course is designed to teach you how to choose the EBS volume type for your workloads based on performance and throughput re…","In this advanced course, you gain the knowledge and skills necessary to use and manage Amazon Elastic Block Store (Amazon EBS) The course is designed to teach you how to choose the EBS volume type for your workloads based on performance and throughput re…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Deep Dive into Amazon Simple Storage Service (Amazon S3),https://explore.skillbuilder.aws/learn/signin,Computer Science,"This 300-level self-paced course provides you with the knowledge to use, manage, secure, monitor, and optimize Amazon S3 for your storage. We recommend that attendees of this course have the following prerequisites:General AWS knowledge, knowledge of obj…","This 300-level self-paced course provides you with the knowledge to use, manage, secure, monitor, and optimize Amazon S3 for your storage. We recommend that attendees of this course have the following prerequisites:General AWS knowledge, knowledge of obj…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Deep Dive into Amazon Elastic File System (EFS),https://explore.skillbuilder.aws/learn/course/external/view/elearning/144/deep-dive-into-amazon-elastic-file-system-efs,Computer Science,"In this advanced self-paced course, you gain the required in-depth knowledge and skills to use, manage, and secure Amazon EFS. You learn about performance monitoring and optimization, and pricing models, including Total Cost of Ownership (TCO) You also e…","In this advanced self-paced course, you gain the required in-depth knowledge and skills to use, manage, and secure Amazon EFS. You learn about performance monitoring and optimization, and pricing models, including Total Cost of Ownership (TCO) You also e…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Exam Readiness: AWS Certified Solutions Architect - Professional (Digital),https://www.aws.training/Details/Curriculum?id=21334&redirect=false,Computer Science,"The AWS Certified Solutions Architect &ndash; Professional exam validates advanced technical skills and experience in designing distributed applications and systems on the AWS platform. In this course, you will explore the exam&rsquo;s topic areas, mappi…","The AWS Certified Solutions Architect &ndash; Professional exam validates advanced technical skills and experience in designing distributed applications and systems on the AWS platform. In this course, you will explore the exam&rsquo;s topic areas, mappi…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Exam Readiness: AWS Certified Big Data - Specialty (Digital),https://www.aws.training/Details/Curriculum?id=21332&redirect=false,Computer Science,The AWS Certified Big Data - Specialty exam validates technical skills and experience in designing and implementing AWS services. This course is intended for Individuals with a Cloud Practitioner or Associate-level AWS certification and two or more years…,The AWS Certified Big Data - Specialty exam validates technical skills and experience in designing and implementing AWS services. This course is intended for Individuals with a Cloud Practitioner or Associate-level AWS certification and two or more years…,Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Exam Readiness: AWS Certified Advanced Networking - Specialty (Digital),https://explore.skillbuilder.aws/learn/course/external/view/elearning/109/exam-readiness-aws-certified-advanced-networking-specialty-digital,Computer Science,"The AWS Certified Advanced Networking ‒ Specialty exam validates advanced technical skills and experience designing and implementing AWS and hybrid IT network architectures at scale. As a networking specialist, you will design a secure, scalable, and hig…","The AWS Certified Advanced Networking ‒ Specialty exam validates advanced technical skills and experience designing and implementing AWS and hybrid IT network architectures at scale. As a networking specialist, you will design a secure, scalable, and hig…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Exam Readiness: AWS Certified Solutions Architect – Associate (Digital),https://explore.skillbuilder.aws/learn/course/external/view/elearning/125/exam-readiness-aws-certified-solutions-architect-associate-digital,Computer Science,"The AWS Certified Solutions Architect &ndash; Associate exam validates technical expertise in designing and deploying scalable, highly available, and fault-tolerant systems on AWS. Join this half-day, intermediate-level training to learn how to prepare f…","The AWS Certified Solutions Architect &ndash; Associate exam validates technical expertise in designing and deploying scalable, highly available, and fault-tolerant systems on AWS. Join this half-day, intermediate-level training to learn how to prepare f…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Deep Dive into AWS Storage Gateway,https://explore.skillbuilder.aws/learn/course/external/view/elearning/216/deep-dive-into-aws-storage-gateway,Computer Science,"This 300-level self-paced course introduces you to the AWS Storage Gateway features and the functions of its three modes: File, Volume, and Tape. It teaches you how to create and manage each type of gateway by using the AWS Management Console. In additio…","This 300-level self-paced course introduces you to the AWS Storage Gateway features and the functions of its three modes: File, Volume, and Tape. It teaches you how to create and manage each type of gateway by using the AWS Management Console. In additio…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Exam Readiness: AWS Certified Developer – Associate (Digital),https://explore.skillbuilder.aws/learn/course/external/view/elearning/42/exam-readiness-aws-certified-developer-associate-digital,Computer Science,"The AWS Certified Developer &ndash; Associate exam validates technical expertise in developing and maintaining applications on the AWS platform. In this course, you will learn how to prepare for the exam by exploring the exam&rsquo;s topic areas, mapping…","The AWS Certified Developer &ndash; Associate exam validates technical expertise in developing and maintaining applications on the AWS platform. In this course, you will learn how to prepare for the exam by exploring the exam&rsquo;s topic areas, mapping…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Deep Dive into Amazon Glacier,https://www.aws.training/Details/Curriculum?id=19093&redirect=false,Computer Science,"This 300-level self-paced course introduces you to Amazon Glacier features, service options, and strategies. The course provides you with a functional understanding of the available long-term storage solutions and when to use them. Through several use ca…","This 300-level self-paced course introduces you to Amazon Glacier features, service options, and strategies. The course provides you with a functional understanding of the available long-term storage solutions and when to use them. Through several use ca…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
AWS Cloud Practitioner Essentials (Digital),https://www.aws.training/Details/Curriculum?id=16357&redirect=false,Computer Science,"In this 100-level self-paced course, you&rsquo;ll gain an overall understanding of the AWS Cloud, independent of specific technical roles. You will learn essential cloud concepts and AWS services, security, architecture, pricing, and support. We recommen…","In this 100-level self-paced course, you&rsquo;ll gain an overall understanding of the AWS Cloud, independent of specific technical roles. You will learn essential cloud concepts and AWS services, security, architecture, pricing, and support. We recommen…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
EC2 Systems Manager,https://www.aws.training/Details/Curriculum?id=13830&redirect=false,Computer Science,"The Amazon EC2 Systems Manager course is designed to teach partners and customers how to work with the Amazon EC1 Systems Manager. It includes seven features: Run Command, State Manager, Inventory, Maintenance Window, Path Manager, Automation, and Parame…","The Amazon EC2 Systems Manager course is designed to teach partners and customers how to work with the Amazon EC1 Systems Manager. It includes seven features: Run Command, State Manager, Inventory, Maintenance Window, Path Manager, Automation, and Parame…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
AWS Well-Architected Training,https://www.aws.training/Details/Curriculum?id=12049&redirect=false,Computer Science,"This course is designed to provide a deep dive into the AWS Well-Architected Framework and its five pillars. It is divided into eight modules, which include overviews of the Framework, as well as the Operational Excellence, Security, Reliability, Perform…","This course is designed to provide a deep dive into the AWS Well-Architected Framework and its five pillars. It is divided into eight modules, which include overviews of the Framework, as well as the Operational Excellence, Security, Reliability, Perform…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
Big Data Technology Fundamentals Online,https://www.aws.training/Details/Curriculum?id=11070&redirect=false,Computer Science,"In this self-paced course, you will learn about Big Data and basic architecture, value, and potential use cases. The course introduces you to specifics of some key technologies, including Apache Hadoop, Amazon EMR, Apache Hive, and Apache Pig. This cours…","In this self-paced course, you will learn about Big Data and basic architecture, value, and potential use cases. The course introduces you to specifics of some key technologies, including Apache Hadoop, Amazon EMR, Apache Hive, and Apache Pig. This cours…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
AWS Security Fundamentals,https://explore.skillbuilder.aws/learn/course/external/view/elearning/180/aws-security-fundamentals,Computer Science,"In this self-paced course, you will learn fundamental cloud computing and AWS security concepts, including AWS access control and management, governance, logging, and encryption methods. We will address security-related compliance protocols, risk managem…","In this self-paced course, you will learn fundamental cloud computing and AWS security concepts, including AWS access control and management, governance, logging, and encryption methods. We will address security-related compliance protocols, risk managem…",Introductory,0,1,0,4.39,0,English,English,Independent Courses,Amazon,
