Course Name,URL,Categories,Short Description,Long Description,Difficulty,Duration,Free Option,Number of Enrolled,Rating,Paid Option,Language,Subtitle Language,Platform,Provider,Image URL
Introduction to Python,https://www.datacamp.com/courses/intro-to-python-for-data-science?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy5XdZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Master the basics of data analysis with Python in just four hours. This online course will introduce the Python interface and explore popular packages.,Master the basics of data analysis with Python in just four hours. This online course will introduce the Python interface and explore popular packages.,Introductory,0,1,0,4.4,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to R,https://www.datacamp.com/courses/free-introduction-to-r?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy5SFZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Master the basics of data analysis in R, including vectors, lists, and data frames, and practice R with real data sets.","Master the basics of data analysis in R, including vectors, lists, and data frames, and practice R with real data sets.",Introductory,0,1,0,3.8,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Probability and Data - Labs,https://www.datacamp.com/community/open-courses/introduction-to-probability-and-data-labs?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3A01ZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,This interactive DataCamp course complements the Coursera course Introduction to Probability and Data by Mine Çetinkaya-Rundel.,This interactive DataCamp course complements the Coursera course Introduction to Probability and Data by Mine Çetinkaya-Rundel.,Introductory,0,0,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Reading Data into R with readr,https://www.datacamp.com/community/open-courses/reading-data-into-r-with-readr?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3A0NZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"In this course, you'll learn several features of Hadley Wickham's readr package: from importing and exporting data sets to more advanced topics, like type conversion.","In this course, you'll learn several features of Hadley Wickham's readr package: from importing and exporting data sets to more advanced topics, like type conversion.",Introductory,0,0,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Inferential Statistics,https://www.datacamp.com/community/open-courses/inferential-statistics?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AxBZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,This course complements the course on Inferential Statistics at Coursera.,This course complements the course on Inferential Statistics at Coursera.,Introductory,0,0,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Intro to Computational Finance with R,https://www.datacamp.com/community/open-courses/computational-finance-and-financial-econometrics-with-r?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3A2xZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"In this course, you'll make use of R to analyze financial data, estimate statistical models, and construct optimized portfolios.","In this course, you'll make use of R to analyze financial data, estimate statistical models, and construct optimized portfolios.",Introductory,0,0,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Basic Statistics,https://www.datacamp.com/community/open-courses/basic-statistics?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3A2JZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,This course complements the Coursera Basic Statistics course and is roughly based on the syllabus used by at the University of Amsterdam.,This course complements the Coursera Basic Statistics course and is roughly based on the syllabus used by at the University of Amsterdam.,Introductory,0,0,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
R for the Intimidated,https://www.datacamp.com/community/open-courses/r-for-the-intimidated?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AzhZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"This course will introduce you to the very basics of R, from running simple functions to manipulating data sets and creating graphs.","This course will introduce you to the very basics of R, from running simple functions to manipulating data sets and creating graphs.",Introductory,0,0,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Databases in Python,https://www.datacamp.com/courses/introduction-to-relational-databases-in-python?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3Az5ZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"In this course, you'll learn the basics of relational databases and how to interact with them.","In this course, you'll learn the basics of relational databases and how to interact with them.",Introductory,0,1,0,1.0,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Ensemble Methods in Python,https://www.datacamp.com/courses/ensemble-methods-in-python?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AwtZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Learn how to build advanced and effective machine learning models in Python using ensemble techniques such as bagging, boosting, and stacking.","Learn how to build advanced and effective machine learning models in Python using ensemble techniques such as bagging, boosting, and stacking.",Introductory,0,1,0,5.0,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Dimensionality Reduction in R,https://www.datacamp.com/courses/dimensionality-reduction-in-r?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3A1VZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Develop your intuition for when to reduce dimensionality in your data, and master the fundamentals of how to do so in R.","Develop your intuition for when to reduce dimensionality in your data, and master the fundamentals of how to do so in R.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Single-Cell RNA-Seq with Bioconductor in R,https://www.datacamp.com/courses/single-cell-rna-seq-with-bioconductor-in-r?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3A1dZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Analyze single-cell RNA-Seq data  using normalization, dimensionality reduction, clustering and differential expression.","Analyze single-cell RNA-Seq data  using normalization, dimensionality reduction, clustering and differential expression.",Introductory,0,1,0,5.0,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Data Manipulation in SQL,https://www.datacamp.com/courses/data-manipulation-in-sql?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3A3pZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Master the complex SQL queries necessary to answer a wide variety of data science questions and prepare robust data sets for analysis in PostgreSQL.,Master the complex SQL queries necessary to answer a wide variety of data science questions and prepare robust data sets for analysis in PostgreSQL.,Introductory,0,1,0,2.0,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Big Data Fundamentals with PySpark,https://www.datacamp.com/courses/big-data-fundamentals-with-pyspark?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AyRZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Learn the fundamentals of working with big data with PySpark.,Learn the fundamentals of working with big data with PySpark.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Intermediate SQL Queries,https://www.datacamp.com/courses/intermediate-sql-queries?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AyZZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Master the basics of querying tables in relational databases such as MySQL, SQL Server, and PostgreSQL.","Master the basics of querying tables in relational databases such as MySQL, SQL Server, and PostgreSQL.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Intermediate Python,https://www.datacamp.com/courses/intermediate-python?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AUBZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Level up your data science skills by creating visualizations using Matplotlib and manipulating DataFrames with pandas.,Level up your data science skills by creating visualizations using Matplotlib and manipulating DataFrames with pandas.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Intermediate R,https://www.datacamp.com/courses/intermediate-r?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AR1ZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Continue your journey to becoming an R ninja by learning about conditional statements, loops, and vector functions.","Continue your journey to becoming an R ninja by learning about conditional statements, loops, and vector functions.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Data Science in Python,https://www.datacamp.com/courses/introduction-to-data-science-in-python?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3ARNZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Dive into data science using Python and learn how to effectively analyze and visualize your data. No coding experience or skills needed.,Dive into data science using Python and learn how to effectively analyze and visualize your data. No coding experience or skills needed.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Understanding Data Science,https://www.datacamp.com/courses/understanding-data-science?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AWlZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,An introduction to data science with no coding involved.,An introduction to data science with no coding involved.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
SQL for Joining Data,https://www.datacamp.com/courses/sql-for-joining-data?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AW9ZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Join two or three tables together into one, combine tables using set theory, and work with subqueries in PostgreSQL.","Join two or three tables together into one, combine tables using set theory, and work with subqueries in PostgreSQL.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Python Data Science Toolbox (Part 1),https://www.datacamp.com/courses/python-data-science-toolbox-part-1?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3ATJZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Learn the art of writing your own functions in Python, as well as key concepts like scoping and error handling.","Learn the art of writing your own functions in Python, as well as key concepts like scoping and error handling.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Machine Learning with scikit-learn,https://www.datacamp.com/courses/machine-learning-with-scikit-learn?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AQhZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Learn how to build and tune predictive models and evaluate how well they'll perform on unseen data.,Learn how to build and tune predictive models and evaluate how well they'll perform on unseen data.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to the Tidyverse,https://www.datacamp.com/courses/introduction-to-the-tidyverse?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AQ5ZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Get started on the path to exploring and visualizing your own data with the tidyverse, a powerful and popular collection of data science tools within R.","Get started on the path to exploring and visualizing your own data with the tidyverse, a powerful and popular collection of data science tools within R.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Importing Data in Python,https://www.datacamp.com/courses/introduction-to-importing-data-in-python?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AVpZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Learn to import data into Python from various sources, such as Excel, SQL, SAS and right from the web.","Learn to import data into Python from various sources, such as Excel, SQL, SAS and right from the web.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Data Manipulation with pandas,https://www.datacamp.com/courses/data-manipulation-with-pandas?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AXVZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Learn how to import and clean data, calculate statistics, and create visualizations with pandas.","Learn how to import and clean data, calculate statistics, and create visualizations with pandas.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Python Data Science Toolbox (Part 2),https://www.datacamp.com/courses/python-data-science-toolbox-part-2?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3AXdZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Continue to build your modern Data Science skills by learning about iterators and list comprehensions.,Continue to build your modern Data Science skills by learning about iterators and list comprehensions.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Deep Learning in Python,https://www.datacamp.com/courses/introduction-to-deep-learning-in-python?hl=GB&irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy%3ASFZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Learn the fundamentals of neural networks and how to build deep learning models using Keras 2.0 in Python.,Learn the fundamentals of neural networks and how to build deep learning models using Keras 2.0 in Python.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Power BI,https://www.datacamp.com/courses/introduction-to-power-bi?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy701ZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Master the Power BI basics and learn to use the data visualization software to build impactful reports.,Master the Power BI basics and learn to use the data visualization software to build impactful reports.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
pandas Foundations,https://www.datacamp.com/courses/pandas-foundations?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy70ZZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"Learn how to use the industry-standard pandas library to import, build, and manipulate DataFrames.","Learn how to use the industry-standard pandas library to import, build, and manipulate DataFrames.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Importing Data in R,https://www.datacamp.com/courses/introduction-to-importing-data-in-r?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy7xBZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,"In this course, you will learn to read CSV, XLS, and text files in R using tools like readxl and data.table.","In this course, you will learn to read CSV, XLS, and text files in R using tools like readxl and data.table.",Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Statistical Thinking in Python (Part 1),https://www.datacamp.com/courses/statistical-thinking-in-python-part-1?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy72xZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Build the foundation you need to think statistically and to speak the language of your data.,Build the foundation you need to think statistically and to speak the language of your data.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Tableau,https://www.datacamp.com/courses/introduction-to-tableau?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy72JZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Start your Tableau journey with our Introduction to Tableau course. Discover Tableau basics such as its features and dashboards.,Start your Tableau journey with our Introduction to Tableau course. Discover Tableau basics such as its features and dashboards.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Intermediate Importing Data in Python,https://www.datacamp.com/courses/intermediate-importing-data-in-python?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy7zlZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Improve your Python data importing skills and learn to work with web and API data.,Improve your Python data importing skills and learn to work with web and API data.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Understanding Data Engineering,https://www.datacamp.com/courses/understanding-data-engineering?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy7z9ZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Discover how data engineers lay the groundwork that makes data science possible. No coding involved!,Discover how data engineers lay the groundwork that makes data science possible. No coding involved!,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Understanding Machine Learning,https://www.datacamp.com/courses/understanding-machine-learning?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy7wtZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,An introduction to machine learning with no coding involved.,An introduction to machine learning with no coding involved.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
Introduction to Data Visualization in Python,https://www.datacamp.com/courses/introduction-to-data-visualization-in-python?irclickid=2ItUBXQtxxyNRm33adwLtwB0UkAWy71VZQ33Q40&irgwc=1&utm_medium=affiliate&utm_source=impact&utm_campaign=000000_1-259799_2-mix_3-all_4-na_5-na_6-na_7-mp_8-affl-ip_9-na_10-bau_11-Class%20Central&utm_content=BANNER&utm_term=,Computer Science,Learn complex data visualization techniques using Matplotlib and seaborn.,Learn complex data visualization techniques using Matplotlib and seaborn.,Introductory,0,1,0,3.53,0,English,English,DataCamp,DataCamp,https://cdn.datacamp.com/main-app/assets/logos/datacamp-full-inverted-61bf3532a54d25d5b45b82fbe208cb86aed9663a324546cd351531a25985df8a.svg
